"Path","Hash"
"C:\Users\USER\slh-bot-clean\core\command_router.py","18856C834F2D12C5B7826506779C9505A561A2C8E6E03D349CEAAD598AB686CA"
"C:\Users\USER\slh-bot-clean\core\context_builder.py","5EB38F67D0F0B665514AFFF963FAB2A7628771C7CB1F3654A6498C7B23898BE4"
"C:\Users\USER\slh-bot-clean\core\control_center.py","AE30788F8199C715AA7028E1FE8A8B046C0B0E98B02C5BC239E4738D9E5D6FCE"
"C:\Users\USER\slh-bot-clean\core\control_center_api.py","E2FAC2165FB9EE8EBB754A531EFAEA8C307DC1530462C968BF4D563EEC3A0B16"
"C:\Users\USER\slh-bot-clean\core\dispatcher.py","E04C631D80BF3B5D0B543C365987C51653D2D5C70E605E75AA58C813B7693883"
"C:\Users\USER\slh-bot-clean\core\economy_bridge.py","F1933569FA8A6B4A50D0622D364FCBED41ADD0BF1C44D309F103056529BD9DA5"
"C:\Users\USER\slh-bot-clean\core\event_bus.py","68ED6D9EA4EF62B5634F53F461328EC25E09DB642C6C9E876A742615006ADF83"
"C:\Users\USER\slh-bot-clean\core\event_store.py","4BCD080FE9BF9C0EBF88D97E288D40954007F89C130FB0DDF9EBB2A16276EF44"
"C:\Users\USER\slh-bot-clean\core\identity.py","5EDA4C2F7DB91B72A966C6D24666A6E27CC6CF3A7EEE0E67657A9F7D57D9509D"
"C:\Users\USER\slh-bot-clean\core\identity_resolver.py","5B778355F05662D79821370C86F9F9A630D29913EB324B0AB5EA08EA09E9A68E"
"C:\Users\USER\slh-bot-clean\core\kernel.py","DE3F883CAC0975F81C7CB74405839EFD10CCC1B5A87563C703BE5DA3CEC21B9E"
"C:\Users\USER\slh-bot-clean\core\keyboard_detector.py","D1AE0155C4BB4A112835C80EB93B4E451DB88C809957444C3EB4C4AE318A23E1"
"C:\Users\USER\slh-bot-clean\core\lesson_engine.py","E1F74CAD4ECD795A4681C90EE5570C49A27335BB6259F480A08361F2FB6F6A0C"
"C:\Users\USER\slh-bot-clean\core\message_utils.py","3160797690CCEBBF7C79516F4D4EDB8B3EA1E7B6EEEE11863169A46C3BA7C452"
"C:\Users\USER\slh-bot-clean\core\migration.py","85894DAAB98687918BEEEC7ED0879BD306584C897C51F5B85AC37426C0BBCD10"
"C:\Users\USER\slh-bot-clean\core\mission_lifecycle.py","08629FC36C4C7DBF8F88B6E6D945619F71CA63E48F04B0BDE74CFCF6D4E3D3DA"
"C:\Users\USER\slh-bot-clean\core\mission_lock.py","29AF1FBAC75BCA1A0046AA1314DA1A70E9F378551348173A68B6020F11A6DDDE"
"C:\Users\USER\slh-bot-clean\core\mission_orchestrator.py","316B72C0994CE839509362EDC8378A555C604913FB47D0CD57FD75678C9AA8E5"
"C:\Users\USER\slh-bot-clean\core\mission_state.py","3CA154883DBAD5ED6E4B7C44295EDCF69AB7643884A099434FA3FC6621FBB737"
"C:\Users\USER\slh-bot-clean\core\profile_manager.py","1B651E154079A1B3D82E805F2B496A0C219FF5F6F9282AF9518E1524D803FADF"
"C:\Users\USER\slh-bot-clean\core\project_graph.py","40ED34F53DCABD1E6A8C79F5BB0760099678B9BE92F0E3DB9FDC3239BF7FFDD9"
"C:\Users\USER\slh-bot-clean\core\project_registry.py","658B969CF75188367B9594C075FBABDDA57202123D17D9F6F7222D07B833F36A"
"C:\Users\USER\slh-bot-clean\core\reward_engine.py","A2B36D39B264C409F73C811408123EA0392A9AD51CD8A65E68E27294E163B336"
"C:\Users\USER\slh-bot-clean\core\runtime.py","678102466A867E62C3B422F876AE7102F8E42FB30D4A88694529556EF979334F"
"C:\Users\USER\slh-bot-clean\core\system_collector.py","2BEBA965B904DE82E985675C0D29716841311AD30C11DA73AABAB4A77F29EC8A"
"C:\Users\USER\slh-bot-clean\core\system_state_gateway.py","79CAE16E841F0DE54A0257C6E29D9FE738F3E9CC196DC8A899902E3AE2243794"
"C:\Users\USER\slh-bot-clean\core\telegram_router_bridge.py","0C0227A8AE77BAA298AEAD49EDEFA52877DD274C195AE92E9815FEFEDB3DCE49"
"C:\Users\USER\slh-bot-clean\core_engine.py","A15DC2A7E0CC8EF70815F4C9FDC5D436AD2C8EED7649611CBAA084B9DEE264CC"
"C:\Users\USER\slh-bot-clean\course_handlers.py","1016A853E82D4128F5A8A4E6460FB84A4023C79B642CF40032BC2EB5FC45874C"
"C:\Users\USER\slh-bot-clean\courses.json","E9A4A04F8B18515C90132D0F93B1F3B9612F27E796199E66401A4954C2607A1B"
"C:\Users\USER\slh-bot-clean\courses\bitcoin_mastery\lesson_proposals\btc_security_409_identity_collision.json","9F32256B677CF80893BCB5B8C458E92C46BE8E1DCBEA3B6668C4B4B9A206B518"
"C:\Users\USER\slh-bot-clean\courses\registry\README.md","6A95245A7CCCEB90B6AFE2389F98EF75E3DF1F81BCA932E39A841A009336CC93"
"C:\Users\USER\slh-bot-clean\create_takeover_manifest.py","CD2BA6967BB7DF9080A0BE094F7CE38883D3500280B568BECCDCB0447E8F4197"
"C:\Users\USER\slh-bot-clean\CURRENT_HANDLERS.txt","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"C:\Users\USER\slh-bot-clean\current_url.txt","FD2E2309304546BA3445AB6283F41593256BE9166DEC5D2A20BB1B6ED8CB010E"
"C:\Users\USER\slh-bot-clean\daily_check.sh","9304480DEB4FF2CEE7EC8FEE753845B7E0A9FB48E8603952FCADE8C2BE175020"
"C:\Users\USER\slh-bot-clean\dashboard.html","42A265A9F2C46B6E51B94432644E29FB41F75C8226CE9BAEA97926A90B62C49C"
"C:\Users\USER\slh-bot-clean\deep_diagnostic.sh","DCC93F8F7EA219375CD5E08893B22C6B53FDBF395D7531A479DAACB8D2F65D32"
"C:\Users\USER\slh-bot-clean\deep_recovery.sh.disabled","B7D446683BFF22B492F921EAA4CC900121E09CCCEEB42486675E6AEF989791CC"
"C:\Users\USER\slh-bot-clean\demo_handlers.py","D548A9206760EC5B3BE083132E0F18BED5DFAA065C9ADA677C1E7927F0C23E98"
"C:\Users\USER\slh-bot-clean\DEPLOYMENT_PLAN.md","4C611472B13323E25A11FA28E540CC40956E59FBC1AAB2B4D5295A05CE33137C"
"C:\Users\USER\slh-bot-clean\DEVELOPER_GUIDE.md","B0053819420488740B030B39CB09B384A5CD9942B5647BDF57CE2651A4DF6604"
"C:\Users\USER\slh-bot-clean\DEVELOPER_ONBOARDING.md","2F75B707E4E033C7774DA9732D5569C6B5F86665F9D89998A3739ECE233E7904"
"C:\Users\USER\slh-bot-clean\device_bridge.py","B499412A96F11429FA19CB810C2DD79C15DFA53BE1085F0702E71C84033E4F55"
"C:\Users\USER\slh-bot-clean\diag_fix_handlers.py","0B5153404788BC5D789BEB05391BDC8448447DD2BDB0119E8CF389B5A6C959D6"
"C:\Users\USER\slh-bot-clean\diag_handler.py","8174CA4059555CD1B445CF4985ABB3B2977A39A772618039E1A33E415C2EE065"
"C:\Users\USER\slh-bot-clean\diag_scan.sh","DB5371BEB38653E68C0807EBB5DB0112B92E21C6BBE508B5A52BDA989B04BD16"
"C:\Users\USER\slh-bot-clean\diagnose_all.sh","469E11577C9673AEF0BE1922AD4753C0EDA270BAAE75956017856E323ECA1EFA"
"C:\Users\USER\slh-bot-clean\diagnose_deploy.sh","BE838314366075E039E3C39147109B6F2E74DECB37AEB87194B7E98E147D0029"
"C:\Users\USER\slh-bot-clean\diagnose_railway.sh","E309E8143D99B878E97FD3647A8DA615851EB81E00701309FB1627C5365D498D"
"C:\Users\USER\slh-bot-clean\diagnostic_handler.py","84DD71FC549B97CB632891CC6F3AF678B2F18A69A3C191463BDBDAA0BBB65DFB"
"C:\Users\USER\slh-bot-clean\DIFF_TERMUX_WINDOWS.txt","69D46E62843CD418045DE5F8380172A988906EF3C8B093F0E5F416BA56022EC3"
"C:\Users\USER\slh-bot-clean\DIFF_WINDOWS_GIT.txt","1BAC5D13D1DECD2F35B929F897B057D6EEA780C5D7E09DD43C3955562B9F50E4"
"C:\Users\USER\slh-bot-clean\dna_lock.py","22A46353A928843D64B3586CF5990BC6D4C9F7BAA230473CEC2DD879DC7237FA"
"C:\Users\USER\slh-bot-clean\DO_NOT_RUN_LOCALLY.md","DF64ECF957EE5A1618C149C4EC9BCB008ACA29866899D15DE5C613F042250AFD"
"C:\Users\USER\slh-bot-clean\docs\architecture\SLH_OS_RUNTIME_ARCHITECTURE.md","5184C4C0539C1F6819E373543FC94DBA93499CD15D1E1A6E2342CDB6EB6E6564"
"C:\Users\USER\slh-bot-clean\docs\financial\SLH_FINANCIAL_ARCHITECTURE.md","F97DED0624A1720112850D3AC0FFC0C1699DA6E7FAA24C4EECBBBD205E1C4975"
"C:\Users\USER\slh-bot-clean\docs\financial\SLH_REWARD_ENGINE_SPEC.md","F8EE0DFBDD3D7E6C5E4D0C9AAD3981BE5CB7ABBDF1B1CA814A0C8FBA2223BB26"
